id,name,now_cost,position,team,points_per_game_rank_type,selected_rank,bonus,penalties_saved,direct_freekicks_order,form_rank_type,ict_index,expected_goals_conceded_per_90,goals_conceded,saves,points_per_game,yellow_cards,minutes,penalties_missed,saves_per_90,starts_per_90,expected_goal_involvements_per_90,chance_of_playing_next_round,expected_goal_involvements,corners_and_indirect_freekicks_order,now_cost_rank,creativity_rank,ict_index_rank,creativity,expected_goals_conceded,goals_conceded_per_90,ep_next,starts,own_goals,now_cost_rank_type,web_name,clean_sheets,selected_by_percent,creativity_rank_type,threat,clean_sheets_per_90,threat_rank,points_per_game_rank,news,bps,news_added,red_cards,influence_rank_type,expected_assists,selected_rank_type,value_season,form_rank,influence_rank,total_points,status,ict_index_rank_type,expected_assists_per_90,influence,goals_scored,expected_goals_per_90,expected_goals,assists,threat_rank_type,penalties_order
582,Pelly Ruddock Mpanzu,50,MID,Luton,234,506,0,0,,91,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,179,561,564,0.0,0.00,0.0,1.1,0,0,116,Mpanzu,0,0.1,234,0.0,0.0,557,564,,0,,0,234,0.00,172,0.0,352,563,0,a,234,0.0,0.0,0,0.0,0.00,0,233,
586,Tahith Chong,50,MID,Luton,248,416,0,0,,135,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,247,584,586,0.0,0.00,0.0,1.1,0,0,160,Chong,0,0.2,248,0.0,0.0,582,586,,0,,0,248,0.00,132,0.0,420,585,0,a,248,0.0,0.0,0,0.0,0.00,0,248,
602,Issa Kaboré,40,DEF,Luton,172,89,0,0,,51,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,602,443,453,0.0,0.00,0.0,0.5,0,0,198,Kaboré,0,3.7,171,0.0,0.0,428,458,,0,,0,171,0.00,29,0.0,90,451,0,a,171,0.0,0.0,0,0.0,0.00,0,170,
614,Thomas Kaminski,45,GKP,Luton,62,561,0,0,,47,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,305,458,465,0.0,0.00,0.0,1.8,0,0,15,Kaminski,0,0.0,56,0.0,0.0,444,470,,0,,0,62,0.00,70,0.0,112,463,0,a,62,0.0,0.0,0,0.0,0.00,0,48,
341,Manuel Akanji,50,DEF,Man City,60,93,5,0,,187,71.4,0.86,23,0,2.8,2,2284,0,0.0,0.95,0.08,,2.13,,237,186,182,146.5,21.70,0.91,3.8,24,0,27,Akanji,7,3.5,50,180.0,0.28,159,168,,460,,0,58,0.99,30,16.4,410,155,82,a,54,0.04,385.6,0,0.04,1.14,1,26,
342,Nathan Aké,50,DEF,Man City,25,56,9,0,,181,73.3,0.79,15,0,3.5,2,1871,0,0.0,1.06,0.13,,2.85,,190,168,175,175.9,16.48,0.72,3.8,22,0,21,Aké,9,7.4,43,150.0,0.43,179,95,,419,,0,52,1.30,19,18.4,363,144,92,a,51,0.06,405.2,1,0.07,1.55,0,35,
343,Julián Álvarez,65,FWD,Man City,15,101,14,0,,63,129.0,1.07,16,0,3.3,0,1448,0,0.0,0.81,0.52,,8.42,,54,112,76,286.5,17.14,0.99,3.7,13,0,18,J.Alvarez,5,3.0,9,569.0,0.31,47,113,,393,,0,11,1.63,20,15.8,574,127,103,a,12,0.1,434.2,9,0.42,6.79,3,15,3.0
344,Bernardo Veiga de Carvalho e Silva,65,MID,Man City,56,91,9,0,,229,143.1,0.95,24,0,3.1,5,2196,0,0.0,0.98,0.25,,5.92,,46,51,69,515.0,23.24,0.98,3.8,24,0,27,Bernardo,7,3.6,43,424.0,0.29,73,132,,427,,0,48,3.83,31,16.3,566,104,106,a,51,0.16,492.0,4,0.09,2.09,6,52,
345,Oscar Bobb,45,MID,Man City,213,566,0,0,,48,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,482,532,535,0.0,0.00,0.0,2.5,0,0,240,Bobb,0,0.0,212,0.0,0.0,525,537,,0,,0,211,0.00,219,0.0,289,534,0,a,211,0.0,0.0,0,0.0,0.00,0,210,
346,João Cancelo,60,DEF,Man City,3,72,10,0,,202,81.2,0.94,16,0,4.3,3,1273,0,0.0,1.13,0.17,,2.36,,63,118,152,266.4,13.34,1.13,4.4,16,0,5,Cancelo,6,5.3,25,276.0,0.42,115,29,,304,,1,78,1.53,24,12.2,542,208,73,a,37,0.11,277.0,2,0.06,0.83,2,12,
347,Scott Carson,40,GKP,Man City,31,491,0,0,,2,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,514,371,392,0.0,0.00,0.0,2.5,0,0,31,Carson,0,0.1,12,0.0,0.0,353,397,,0,,0,31,0.00,63,0.0,2,390,0,a,31,0.0,0.0,0,0.0,0.00,0,3,
348,Shea Charles,45,MID,Man City,171,613,0,0,,43,1.5,0.17,1,0,1.0,0,27,0,0.0,3.33,0.0,0.0,0.00,,474,360,374,0.9,0.05,3.33,0.0,1,0,235,Charles,0,0.0,176,0.0,0.0,521,375,Permanent Transfer to Southampton,3,2023-07-11T09:00:10.230763Z,0,165,0.00,260,0.2,281,365,1,u,171,0.0,13.8,0,0.0,0.00,0,207,
349,Kevin De Bruyne,105,MID,Man City,4,35,26,0,1.0,259,297.6,0.74,23,0,5.7,1,2413,0,0.0,1.04,0.71,100.0,19.03,2.0,4,3,8,1476.7,19.88,0.86,4.9,28,0,2,De Bruyne,10,12.5,2,598.0,0.37,42,7,,742,2023-07-05T16:30:03.808825Z,0,6,13.69,12,17.4,610,15,183,a,6,0.51,897.8,7,0.2,5.34,18,29,4.0
350,Rúben Gato Alves Dias,55,DEF,Man City,39,57,1,0,,197,62.5,0.78,16,0,3.1,3,1997,0,0.0,0.99,0.08,,1.70,,105,253,198,83.7,17.36,0.72,4.1,22,0,8,Rúben,9,7.3,86,124.0,0.41,198,128,,432,,0,48,0.34,20,14.5,493,135,80,a,63,0.02,416.8,0,0.06,1.36,0,52,
351,Tommy Doyle,45,MID,Man City,195,595,0,0,,19,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,410,493,496,0.0,0.00,0.0,2.5,0,0,211,Doyle,0,0.0,193,0.0,0.0,484,500,,0,,0,191,0.00,244,0.0,217,494,0,a,191,0.0,0.0,0,0.0,0.00,0,188,
352,Ederson Santana de Moraes,55,GKP,Man City,19,28,8,0,,72,52.1,0.8,32,46,3.5,3,3150,0,1.31,1.0,0.01,,0.22,,92,337,224,13.1,28.08,0.91,5.5,35,0,3,Ederson M.,11,14.0,5,0.0,0.31,598,96,,581,,0,14,0.22,4,22.0,480,99,121,a,14,0.01,508.4,0,0.0,0.00,1,72,
353,Phil Foden,75,MID,Man City,11,32,15,0,4.0,249,210.9,0.87,16,0,4.4,1,1832,0,0.0,1.08,0.51,,10.48,3.0,21,29,26,707.4,17.62,0.79,4.1,22,0,13,Foden,5,13.5,23,717.0,0.25,29,25,,517,,0,22,4.73,11,18.9,591,47,142,a,19,0.23,684.8,11,0.28,5.75,7,18,
354,Jack Grealish,75,MID,Man City,15,54,9,0,,247,191.7,0.63,16,0,4.3,4,2051,0,0.0,1.01,0.5,,11.24,4.0,18,27,35,721.3,14.46,0.7,4.1,23,0,11,Grealish,10,7.4,21,683.0,0.44,32,32,,490,,0,45,6.74,16,16.1,588,97,121,a,26,0.3,515.8,5,0.2,4.50,10,21,
355,Erling Haaland,140,FWD,Man City,1,1,40,0,,76,358.1,0.82,26,0,7.8,5,2767,0,0.0,1.07,1.03,,31.65,,1,88,4,371.0,25.24,0.85,5.5,33,0,1,Haaland,13,87.1,6,1825.0,0.42,1,1,,1040,,0,1,3.11,1,19.4,613,1,272,a,2,0.1,1390.0,36,0.93,28.54,9,1,1.0
356,Mateo Kovačić,50,MID,Man City,103,149,2,0,,88,77.9,1.27,25,0,2.0,8,1699,0,0.0,0.9,0.2,,3.83,,175,89,159,365.8,24.00,1.32,3.1,17,0,113,Kovačić,4,1.3,67,114.0,0.21,208,261,,289,,0,88,2.04,52,10.6,348,192,53,a,92,0.11,295.8,1,0.09,1.79,2,115,
357,Aymeric Laporte,50,DEF,Man City,29,252,3,0,,182,36.6,1.07,10,0,3.3,0,992,0,0.0,1.0,0.08,,0.93,,193,221,272,111.2,11.77,0.91,3.8,11,0,22,Laporte,4,0.5,67,73.0,0.36,253,110,,210,,0,101,0.44,85,8.0,366,256,40,a,96,0.04,183.0,0,0.04,0.49,0,85,
358,Rico Lewis,45,DEF,Man City,91,286,0,0,,165,36.3,0.89,8,0,2.1,1,900,0,0.0,1.0,0.18,,1.84,,481,155,273,189.3,8.90,0.8,3.5,10,0,141,R.Lewis,2,0.3,39,44.0,0.2,291,237,,168,,0,114,1.63,100,6.4,288,287,29,a,97,0.16,129.4,0,0.02,0.21,0,107,
359,Riyad Mahrez,75,MID,Man City,18,222,11,0,,246,186.5,0.86,23,0,4.2,2,1913,0,0.0,1.04,0.5,0.0,10.62,,17,20,38,803.1,18.28,1.08,0.0,22,0,10,Mahrez,6,0.6,17,524.0,0.28,52,37,Permanent transfer to Al-Ahli,470,2023-07-31T07:05:47.120993Z,0,41,5.22,74,16.8,587,90,126,u,29,0.25,540.0,5,0.25,5.40,12,36,
360,James McAtee,45,MID,Man City,206,536,0,0,,35,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,454,519,523,0.0,0.00,0.0,2.5,0,0,227,McAtee,0,0.1,205,0.0,0.0,511,525,,0,,0,204,0.00,192,0.0,261,521,0,a,204,0.0,0.0,0,0.0,0.00,0,201,
361,Stefan Ortega Moreno,40,GKP,Man City,1,219,5,0,,13,11.7,1.37,1,14,7.7,0,270,0,4.67,1.0,0.0,,0.00,,529,384,336,0.0,4.12,0.33,2.5,3,0,42,Ortega Moreno,2,0.6,23,0.0,0.67,366,2,,90,,0,21,0.00,34,5.8,17,292,23,a,21,0.0,116.8,0,0.0,0.00,0,14,
362,Cole Palmer,50,MID,Man City,148,577,0,0,,143,31.9,1.79,4,0,1.4,1,358,0,0.0,0.5,0.21,,0.85,,260,248,282,88.7,7.13,1.01,3.1,2,0,168,Palmer,1,0.0,136,155.0,0.25,174,336,,76,,0,143,0.49,230,3.8,433,321,19,a,131,0.12,73.0,0,0.09,0.36,1,109,
363,Máximo Perrone,45,MID,Man City,173,582,0,0,,54,0.8,0.95,1,0,1.0,0,18,0,0.0,0.0,0.05,,0.01,,489,349,382,2.6,0.19,5.0,2.5,0,0,246,Perrone,0,0.0,172,4.0,0.0,346,377,,4,,0,179,0.01,235,0.2,296,385,1,a,177,0.05,1.0,0,0.0,0.00,0,172,
364,Kalvin Phillips,50,MID,Man City,159,538,0,0,,104,12.7,1.56,3,0,1.2,1,291,0,0.0,0.62,0.12,,0.39,,201,285,333,54.4,5.05,0.93,3.1,2,0,129,Phillips,1,0.1,150,22.0,0.31,317,353,,68,,0,153,0.11,194,2.8,374,343,14,a,154,0.03,50.0,0,0.09,0.28,0,159,
365,Rodrigo Hernandez,55,MID,Man City,59,119,7,0,,198,176.9,0.78,26,0,3.0,5,2911,0,0.0,1.05,0.25,,8.02,,125,44,42,555.9,25.24,0.8,3.5,34,0,80,Rodrigo,11,2.2,37,493.0,0.34,57,143,,606,,0,16,3.49,42,19.6,513,39,108,a,31,0.11,716.0,2,0.14,4.53,6,40,
366,Sergio Gómez,40,DEF,Man City,103,155,1,0,,40,18.7,1.56,6,0,1.8,0,340,0,0.0,0.53,0.38,,1.42,,590,256,317,80.5,5.90,1.59,2.5,2,0,187,Sergio Gómez,1,1.2,87,30.0,0.26,304,278,,83,,0,121,1.05,50,5.2,78,317,21,a,118,0.28,76.2,0,0.1,0.37,1,113,
367,Zack Steffen,40,GKP,Man City,45,413,0,0,,24,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,551,402,415,0.0,0.00,0.0,2.5,0,0,53,Steffen,0,0.2,34,0.0,0.0,385,420,,0,,0,45,0.00,58,0.0,39,413,0,a,45,0.0,0.0,0,0.0,0.00,0,25,
368,John Stones,55,DEF,Man City,6,9,13,0,,195,69.6,0.66,17,0,4.0,2,1844,0,0.0,1.02,0.1,,2.00,,86,176,186,164.1,13.56,0.83,4.1,21,1,6,Stones,7,27.9,46,135.0,0.34,189,48,,422,,0,55,0.97,4,16.9,474,151,93,a,55,0.05,396.0,2,0.05,1.03,2,43,
369,Kyle Walker,50,DEF,Man City,71,127,0,0,,175,47.7,0.92,20,0,2.6,3,1953,0,0.0,1.01,0.08,,1.71,,159,153,238,199.4,20.07,0.92,3.8,22,0,15,Walker,7,1.9,38,42.0,0.32,293,185,,376,,0,82,1.32,41,13.8,332,224,69,a,82,0.06,236.8,0,0.02,0.39,0,108,
209,Mason Mount,70,MID,Man Utd,46,66,8,0,,240,117.2,1.29,21,0,3.4,4,1644,0,0.0,1.09,0.26,,4.78,4.0,32,60,93,463.1,23.53,1.15,3.0,20,0,19,Mount,8,5.8,51,376.0,0.44,88,107,,277,,0,79,2.81,19,11.7,580,177,82,a,64,0.15,331.4,3,0.11,1.97,4,61,
370,Alex Telles,45,DEF,Man Utd,183,530,0,0,,95,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00,,350,473,477,0.0,0.00,0.0,0.0,0,0,71,Alex Telles,0,0.1,183,0.0,0.0,462,481,Permanent transfer to Al Nassr,0,2023-07-24T09:56:30.018038Z,0,183,0.00,202,0.0,157,475,0,u,183,0.0,0.0,0,0.0,0.00,0,182,
371,Amad Diallo,45,MID,Man Utd,218,339,0,0,,58,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,499,541,545,0.0,0.00,0.0,1.5,0,0,250,Amad,0,0.2,217,0.0,0.0,536,546,,0,,0,217,0.00,106,0.0,306,544,0,a,217,0.0,0.0,0,0.0,0.00,0,216,
372,Antony Matheus dos Santos,70,MID,Man Utd,49,136,4,0,,245,137.1,1.27,21,0,3.3,5,1803,0,0.0,1.15,0.45,,9.07,,37,70,71,421.0,25.37,1.05,3.0,23,0,24,Antony,12,1.7,57,633.0,0.6,38,114,,262,,0,80,2.42,47,11.7,585,179,82,a,53,0.12,322.0,4,0.33,6.65,2,27,
373,Bruno Borges Fernandes,85,MID,Man Utd,7,10,23,0,3.0,254,359.3,1.33,39,0,4.8,6,3317,0,0.0,1.0,0.54,,20.03,2.0,7,2,3,1603.7,49.13,1.06,3.4,37,0,5,B.Fernandes,18,26.5,1,982.0,0.49,16,15,,748,,0,3,10.70,4,20.7,605,8,176,a,2,0.29,1004.2,8,0.25,9.33,9,7,1.0
374,Brandon Williams,40,DEF,Man Utd,157,360,0,0,,32,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,579,423,434,0.0,0.00,0.0,1.5,0,0,179,B.Williams,0,0.2,155,0.0,0.0,408,439,,0,,0,156,0.00,134,0.0,67,432,0,a,156,0.0,0.0,0,0.0,0.00,0,154,
375,Eric Bailly,40,DEF,Man Utd,150,346,0,0,,20,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,558,407,420,0.0,0.00,0.0,1.5,0,0,167,Bailly,0,0.2,148,0.0,0.0,390,425,,0,,0,149,0.00,129,0.0,46,418,0,a,149,0.0,0.0,0,0.0,0.00,0,145,
376,Carlos Henrique Casimiro,55,MID,Man Utd,53,85,10,0,,169,136.3,1.24,22,0,3.1,7,2122,0,0.0,1.02,0.31,,7.31,,82,72,72,418.8,29.30,0.93,2.5,24,0,51,Casemiro,10,4.1,58,299.0,0.42,104,127,,389,,2,26,3.82,29,15.8,470,61,87,a,54,0.16,644.0,4,0.15,3.49,3,70,
377,Diogo Dalot Teixeira,50,DEF,Man Utd,11,121,19,0,,188,118.8,1.43,34,0,3.9,6,2152,0,0.0,1.0,0.16,,4.02,,240,69,91,421.4,34.27,1.42,2.8,24,0,28,Dalot,10,2.1,10,283.0,0.42,111,56,,502,,0,36,1.53,38,20.4,413,108,102,a,15,0.06,483.8,1,0.1,2.49,2,11,
379,Christian Eriksen,60,MID,Man Utd,34,240,8,0,1.0,212,134.4,1.14,25,0,3.7,3,2046,0,0.0,1.1,0.36,,8.28,1.0,58,40,73,575.2,26.02,1.1,2.7,25,0,35,Eriksen,13,0.5,33,344.0,0.57,94,78,,426,,0,60,3.49,80,17.2,537,132,103,a,55,0.15,425.4,1,0.21,4.79,9,64,
380,Álvaro Fernández Carreras,40,DEF,Man Utd,179,310,0,0,,58,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,612,453,462,0.0,0.00,0.0,1.5,0,0,205,Fernandez,0,0.3,178,0.0,0.0,438,467,,0,,0,178,0.00,113,0.0,100,460,0,a,178,0.0,0.0,0,0.0,0.00,0,177,
381,Frederico Rodrigues de Paula Santos,50,MID,Man Utd,119,417,2,0,,90,93.4,1.6,22,0,1.8,6,1228,0,0.0,0.88,0.28,,3.80,,178,80,129,393.7,21.86,1.61,2.1,12,0,115,Fred,4,0.2,64,225.0,0.29,137,284,,272,,0,81,1.77,133,12.4,351,180,62,a,80,0.13,316.2,2,0.15,2.03,3,89,
382,Alejandro Garnacho,50,MID,Man Utd,98,125,0,0,,160,50.7,1.3,13,0,2.1,3,557,0,0.0,0.81,0.63,,3.92,,285,276,227,61.7,8.02,2.1,2.1,5,0,185,Garnacho,0,1.9,145,287.0,0.0,109,244,,81,,0,116,0.95,44,7.8,458,265,39,a,108,0.15,157.6,3,0.48,2.97,2,72,
383,Hannibal Mejbri,45,MID,Man Utd,211,525,0,0,,44,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,475,529,532,0.0,0.00,0.0,1.5,0,0,236,Hannibal,0,0.1,210,0.0,0.0,522,534,,0,,0,209,0.00,184,0.0,282,531,0,a,209,0.0,0.0,0,0.0,0.00,0,208,
384,Tom Heaton,40,GKP,Man Utd,32,303,0,0,,4,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,516,373,393,0.0,0.00,0.0,1.5,0,0,33,Heaton,0,0.3,14,0.0,0.0,355,398,,0,,0,32,0.00,48,0.0,4,391,0,a,32,0.0,0.0,0,0.0,0.00,0,5,
385,Dean Henderson,45,GKP,Man Utd,3,182,12,2,,56,47.5,1.5,31,54,4.6,2,1620,0,3.0,1.0,0.0,,0.01,,367,480,239,0.0,26.97,1.72,2.8,18,0,24,Henderson,6,0.9,63,0.0,0.33,470,17,,367,,0,15,0.01,27,18.2,174,113,82,a,15,0.0,474.4,0,0.0,0.00,0,57,
386,Victor Lindelöf,45,DEF,Man Utd,51,372,3,0,,110,35.6,1.32,16,0,2.9,1,1359,0,0.0,0.93,0.05,,0.64,,375,283,274,54.7,19.97,1.06,2.5,14,0,86,Lindelof,6,0.2,100,19.0,0.4,322,150,,327,,0,75,0.39,138,12.7,182,205,57,a,98,0.03,280.4,0,0.02,0.25,0,122,
387,Harry Maguire,45,DEF,Man Utd,78,329,2,0,,79,26.9,1.27,7,0,2.4,4,762,0,0.0,0.94,0.04,,0.38,,328,320,300,20.8,10.79,0.83,2.5,8,0,55,Maguire,5,0.2,119,55.0,0.59,270,204,,201,,0,98,0.04,123,8.7,135,251,39,a,108,0.0,193.0,0,0.04,0.34,0,97,
388,Kobbie Mainoo,45,MID,Man Utd,176,456,0,0,,63,1.3,2.25,0,0,1.0,0,10,0,0.0,0.0,0.63,,0.07,,505,361,375,0.8,0.25,0.0,1.5,0,0,255,Mainoo,0,0.1,177,6.0,0.0,339,380,,2,,0,173,0.07,149,0.2,312,376,1,a,172,0.63,5.8,0,0.0,0.00,0,166,
389,Tyrell Malacia,45,DEF,Man Utd,58,320,8,0,,139,45.3,1.24,14,0,2.8,6,1391,0,0.0,0.91,0.06,,0.94,,416,185,245,148.8,19.21,0.91,2.5,14,0,115,Malacia,7,0.3,49,79.0,0.45,244,165,,287,,0,91,0.71,119,13.8,223,233,62,a,84,0.05,223.6,0,0.01,0.23,0,82,
390,Anthony Martial,65,FWD,Man Utd,16,201,4,0,,60,85.5,1.26,8,0,3.1,0,970,0,0.0,1.02,0.7,,7.49,,44,165,142,179.5,13.57,0.74,2.7,11,0,15,Martial,7,0.7,19,376.0,0.65,87,131,,230,,0,19,1.46,37,10.2,564,189,66,a,20,0.14,305.6,6,0.56,6.03,3,22,2.0
391,Lisandro Martínez,50,DEF,Man Utd,45,58,6,0,,190,76.7,1.39,33,0,3.0,6,2113,0,0.0,1.02,0.06,,1.48,,246,223,164,110.4,32.52,1.41,2.8,24,0,30,Martinez,9,6.6,69,82.0,0.38,238,139,,481,,0,24,1.02,21,16.2,419,79,81,a,44,0.04,571.8,1,0.02,0.46,0,77,
392,Scott McTominay,50,MID,Man Utd,140,503,2,0,,124,52.2,1.75,20,0,1.5,8,1149,0,0.0,0.78,0.23,,2.95,,225,204,223,123.2,22.38,1.57,2.1,10,0,149,McTominay,4,0.1,123,156.0,0.31,173,322,,146,,0,100,0.99,170,7.2,398,219,36,a,106,0.08,247.0,1,0.15,1.96,0,108,
393,Teden Mengi,40,DEF,Man Utd,161,477,0,0,,36,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,585,429,440,0.0,0.00,0.0,1.5,0,0,183,Mengi,0,0.1,159,0.0,0.0,414,445,,0,,0,160,0.00,190,0.0,73,438,0,a,160,0.0,0.0,0,0.0,0.00,0,158,
394,Facundo Pellistri Rebollo,45,MID,Man Utd,174,466,0,0,,56,1.0,1.17,1,0,1.0,0,60,0,0.0,0.0,0.03,,0.02,,494,352,378,1.8,0.78,1.5,1.5,0,0,248,Pellistri,0,0.1,174,2.0,0.0,351,378,,14,,0,170,0.02,154,0.9,301,372,4,a,174,0.03,7.4,0,0.0,0.00,0,175,
395,Raphaël Varane,50,DEF,Man Utd,36,133,2,0,,178,58.8,1.28,22,0,3.2,1,1912,0,0.0,1.04,0.06,,1.26,,174,266,209,74.0,27.27,1.04,2.8,22,1,18,R.Varane,10,1.7,93,124.0,0.47,197,121,,392,,0,57,0.51,44,15.4,347,153,77,a,69,0.02,387.0,0,0.04,0.75,0,51,
396,Marcus Rashford,90,MID,Man Utd,2,4,21,0,2.0,258,282.2,1.36,39,0,5.9,2,2880,0,0.0,1.0,0.57,,18.13,,6,61,10,462.5,43.46,1.22,3.5,32,0,4,Rashford,13,43.3,52,1466.0,0.41,4,5,,530,,0,7,2.86,2,22.8,609,16,205,a,7,0.09,892.2,17,0.48,15.27,7,2,3.0
397,Jadon Sancho,70,MID,Man Utd,24,141,8,0,,241,143.2,1.33,18,0,4.0,0,1683,0,0.0,1.12,0.43,,8.15,,33,41,68,571.6,24.95,0.96,3.0,21,0,20,Sancho,13,1.5,34,426.0,0.7,71,52,,375,,0,58,4.13,48,15.0,581,129,105,a,50,0.22,433.8,6,0.21,4.02,3,51,
398,Luke Shaw,55,DEF,Man Utd,7,8,20,0,4.0,196,124.2,1.33,35,0,4.0,8,2552,0,0.0,1.06,0.14,,3.99,3.0,89,45,82,547.7,37.85,1.23,3.1,30,0,7,Shaw,12,28.8,7,118.0,0.42,204,49,,626,,0,23,2.90,3,22.5,477,78,124,a,12,0.1,572.8,1,0.04,1.09,4,57,
399,Shola Shoretire,45,FWD,Man Utd,54,414,0,0,,16,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,477,530,533,0.0,0.00,0.0,1.5,0,0,73,Shoretire,0,0.2,53,0.0,0.0,523,535,,0,,0,53,0.00,67,0.0,284,532,0,a,54,0.0,0.0,0,0.0,0.00,0,54,
400,Donny van de Beek,50,MID,Man Utd,161,529,0,0,,119,10.5,0.88,3,0,1.1,0,162,0,0.0,1.11,0.14,,0.24,,218,293,341,40.2,1.58,1.67,2.1,2,0,144,Van de Beek,0,0.1,153,54.0,0.0,278,356,,21,,0,166,0.14,187,1.6,391,368,8,a,157,0.08,11.2,0,0.06,0.10,0,140,
401,Aaron Wan-Bissaka,45,DEF,Man Utd,24,131,3,0,,130,65.5,1.2,10,0,3.5,2,1432,0,0.0,1.01,0.13,,2.10,,400,142,195,221.9,19.17,0.63,2.5,16,0,106,Wan-Bissaka,8,1.8,34,143.0,0.5,186,94,,308,,0,72,0.91,43,14.9,207,196,67,a,61,0.06,290.4,0,0.07,1.19,0,41,
597,André Onana,50,GKP,Man Utd,72,12,0,0,,68,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,228,577,579,0.0,0.00,0.0,3.7,0,0,10,Onana,0,24.7,71,0.0,0.0,575,579,,0,,0,72,0.00,2,0.0,401,578,0,a,72,0.0,0.0,0,0.0,0.00,0,68,
402,Miguel Almirón Rejala,65,MID,Newcastle,8,53,15,0,,230,193.3,1.03,22,0,4.6,2,2487,0,0.0,1.05,0.4,,11.03,3.0,47,66,34,426.4,28.35,0.8,2.8,29,0,28,Almirón,15,7.6,55,892.0,0.54,22,18,,511,,0,33,3.00,15,24.3,567,68,158,a,25,0.11,611.8,11,0.29,8.03,4,13,
403,Elliot Anderson,45,MID,Newcastle,144,70,2,0,,18,41.5,1.37,7,0,1.4,0,395,0,0.0,0.68,0.59,,2.59,,403,198,260,129.9,6.03,1.59,1.5,3,0,210,Anderson,1,5.5,121,186.0,0.23,155,330,,93,,0,133,1.45,21,6.7,210,299,30,a,122,0.33,98.8,0,0.26,1.14,1,100,
404,Harrison Ashby,40,DEF,Newcastle,165,381,0,0,,43,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,593,435,445,0.0,0.00,0.0,1.5,0,0,190,Ashby,0,0.2,164,0.0,0.0,420,450,,0,,0,164,0.00,145,0.0,81,443,0,a,164,0.0,0.0,0,0.0,0.00,0,163,
405,Sven Botman,45,DEF,Newcastle,20,15,8,0,,134,101.0,1.09,30,0,3.6,2,3127,0,0.0,1.01,0.11,,3.84,,409,210,116,120.3,38.00,0.86,2.5,35,0,110,Botman,13,22.5,61,303.0,0.37,103,81,,666,,0,20,1.09,7,28.7,216,75,129,a,23,0.03,583.0,0,0.08,2.75,2,8,
406,Bruno Guimarães Rodriguez Moura,60,MID,Newcastle,48,92,5,0,,220,156.6,0.98,25,0,3.3,7,2727,0,0.0,1.06,0.21,,6.54,,71,35,56,646.1,29.82,0.83,2.7,32,0,43,Bruno G.,12,3.6,29,286.0,0.4,110,112,,438,,0,29,3.72,32,17.8,550,64,107,a,41,0.12,630.8,4,0.09,2.82,5,73,
407,Dan Burn,45,DEF,Newcastle,26,99,6,0,,71,105.3,1.05,30,0,3.4,5,3109,0,0.0,1.01,0.1,,3.40,,315,134,112,230.4,36.33,0.87,2.5,35,0,47,Burn,14,3.3,30,265.0,0.41,119,102,,584,,0,27,1.28,34,28.7,122,85,129,a,21,0.04,555.0,1,0.06,2.12,0,14,
408,Karl Darlow,40,GKP,Newcastle,34,493,0,0,,7,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00,,522,377,396,0.0,0.00,0.0,0.0,0,0,36,Darlow,0,0.1,17,0.0,0.0,359,401,Permanent move to Leeds Utd,0,2023-07-31T07:01:03.752775Z,0,34,0.00,64,0.0,10,394,0,u,34,0.0,0.0,0,0.0,0.00,0,8,
409,Martin Dubravka,40,GKP,Newcastle,2,174,1,0,,9,5.4,1.92,1,10,5.5,0,156,0,5.77,0.58,0.0,,0.00,,524,379,359,0.0,3.33,0.58,1.5,1,0,38,Dubravka,1,1.0,19,0.0,0.58,361,8,,49,,0,26,0.00,25,2.8,12,338,11,a,26,0.0,54.0,0,0.0,0.00,0,10,
